missing_reference,count
"Guerra and Others v. Italy judgment of 19 February 1998, Reports of Judgments and Decisions 1998-I, p. 223, § 44",1
"Hokkanen judgment of 23 September 1994, Series A no. 299-A, § 55",1
"Tyrer v. the United Kingdom judgment of 25 April 1978, Series A no. 26, § 32",1
"Weeks v. the United Kingdom judgment of 2 March 1987, Series A no. 114, § 42",1
"Winterwerp v. the Netherlands judgment of 24 October 1979, Series A no. 33, §§ 39 and 45",1
"Bouchelkia v. France judgment of 29 January 1997, Reports, 1997-I, p. 65, § 51",1
Application number: 14/28,1
"Yagci and Sargin v. Turkey judgment of 8 June 1995, Series A no. 319-A, p. 16, § 40",1
"Scott v. Spain judgment of 18 December 1996, Reports 1996-VI, pp. 2399-2400, § 74 and p. 2401, § 78",1
"Raninen v. Finland judgment of 16 December 1997, Reports of Judgments and Decisions, 1997-VIII, pp. 2821-22, § 55",1
"Imbriosca v. Switzerland judgment of 24 November 1993, Series A no. 275, p. 13, § 36",1
"Dalia v. France judgment of 19 February 1998, Reports of Judgments and Decisions 1998-I, p. 91, § 52 and p. 92, § 54",1
Application number: 39797/97,1
"Benham v. the United Kingdom judgment of 10 June 1996, Reports, 1996-III, § 56, §§ 61-64, § 68",1
"Sporrong and Lönnroth of 23 September 1982, Series A no. 52, p. 32, § 88",1
"Pérez de Rada Cavanilles v. Spain judgment of 28 October 1998, Reports 1998-VIII, p. 3255, § 45",1
"Monnell and Morris v. the United Kingdom judgment of 2 March 1987, Series A no. 115, p. 22, § 56",1
"Levages Prestations Services v. France judgment of 23 October 1996, Reports 1996-V, p. 1543, § 42, p. 1544, § 45",1
"Helmers v. Sweden judgment of 29 October 1991, Series A no. 212-A, p. 15, § 31",1
"Guérin v. France judgment of 29 July 1998, Reports of Judgments and Decisions 1998-V, p. 1867, § 37",1
"Bendenoun v. France judgment of 24 February 1994, Series A no. 284, § 47",1
"Campbell and Fell v. the United Kingdom judgment of 28 June 1984, Series A no. 80, §§ 68-69, 71, 72, 73 and § 99",1
"Guerra and Others v. Italy judgment of 19 February 1998, Reports 1998-I, p. 223, §§ 43-44",1
"Pakelli judgment of 25 April 1983, Series A no. 64, § 31",1
"Maj v. Italy judgment of 19 February 1991, Series A no. 196-D, p. 43, §§ 13-15",1
"Imbrioscia v. Switzerland judgment of 24 November 1993, Series A no. 275, § 36",1
"Hozee v. the Netherlands judgment of 22 May 1998, Reports of Judgments and Decisions 1998-III, § 43",1
"Allenet de Ribemont v. France judgment of 10 February 1995, Series A no. 308, § 35",1
"Weber v. Switzerland judgment of 22 May 1990, Series A no. 177, § 34",1
"Steel and Others v. the United Kingdom judgment of 23 September 1998, Reports 1998-VII, § 49",1
"Öztürk v. Germany judgment of 21 February 1984, Series A no. 73, § 53",1
"Demicoli v. Malta judgment of 27 August 1991, Series A no. 210, § 34",1
"Lutz v. Germany judgment of 25 August 1987, Series A no. 123, § 55",1
"Lauko v. Slovakia judgment of 2 September 1998, Reports 1998-VI, § 57",1
"Goddi v. Italy judgment of 9 April 1984, Series A no. 76, § 35",1
"Garyfallou AEBE v. Greece judgment of 24 September 1997, Reports of Judgments and Decisions, 1997-V, §§ 33 and 34",1
"Findlay v. the United Kingdom judgment of 25 February 1997, Reports 1997-I, §§ 84-88",1
"Engel and Others v. the Netherlands judgment of 8 June 1976, Series A no. 22, §§ 81, 82, 84 and 85",1
Application number: 742/69,1
Application number: 747/69,1
"Werner v. Austria judgment of 24 November 1997, Reports 1997-VII, p. 2508, § 38",1
"Doorson v. the Netherlands judgment of 26 March 1996, Reports of Judgments and Decisions 1996-II, p. 472, § 72 and § 76",1
"B. v. France judgment of 25 March 1992, Series A no. 232",1
Application number: 28957/94,1
"Zana v. Turkey judgment of 25 November 1997, Reports 1997-VII, pp. 2547-2548, § 51 and §§ 57-56",1
"Incal v. Turkey, Reports of Judgments and Decisions 1998-IV, p. 1547, pp. 1557-1562, §§ 26-33, p. 1571, § 68 and p. 1572, § 70",1
"Corigliano v. Italy judgment of 10 December 1982, Series A no. 57, p. 15, § 42",1
Application number: 51701/99,1
"Baegen v. the Netherlands judgment of 27 October 1995, Series A no. 327-B, opinion of the Commission, p. 44, § 77",1
"Masson and Van Zon v. the Netherlands judgment of 28 September 1995, Series A no. 327-A, p. 19, § 51",1
"Asch v. Austria judgment of 26 April 1991, Series A no. 203, p. 10, § 25, § 26",1
"Saints monastères v. Greece judgment of 9 December 1994, Série A no. 301-A, §§ 70-71",1
"Phocas v. France, judgment of 23 April 1996, Reports of Judgments and Decisions 1996-II § 55",1
"James and Others v. Royaume Uni judgment of 21 February 1986, Series A no. 98, § 47",1
"Akkus v. Turkey judgment of 9 July 1997, Reports 1997-IV, § 29, §§ 30-31",1
"Demir and Others v. Turkey judgment of 23 September 1998, Reports  des s and decisions 1998-VI, p. 2660, § 63",1
"Cossey v. the United Kingdom judgment of 27 September 1990, Series A no. 184, p. 14, § 35, p. 15, §§ 36, 37, 38-39, p. 18, §§ 42 and 44-46",1
"Dudgeon v. the United Kingdom judgment of 22 October 1981, Series A no. 5, § 41",1
"Rees v. the United Kingdom judgment of 17 October 1986, Series A no. 106, p. 14, § 35, p. 17, § 42, p. 18, § 43 and § 47, p. 19, § 49 and § 50",1
"Sheffield and Horsham v. the United Kingdom judgment of 30 July 1998, Reports 1998-V, p. 2011, p. 2028, § 56, pp. 2028-29, § 59 and § 60, p. 2030, §§ 66-67",1
"X., Y. and Z. v. the United Kingdom judgment of 22 April 1997, Reports 1997-II",1
"Aksoy v. Turkey judgment of 25 September 1996, Reports 1996-VI, p. 2286, § 95",1
"Cossey v. the United Kingdom judgment of 27 September 1990, Series A no. 184, p. 14, § 35, p. 15, § 36 and § 37, §§ 38-39, p. 18, §§ 44-46",1
"James and Others v. the United Kingdom judgment of 21 February 1986, Series A no. 98, p. 48, § 86",1
"Sheffield and Horsham v. the United Kingdom judgment of 30 July 1998, Reports of Judgments and Decisions 1998-V, p. 2011, p. 2021, § 35, p. 2028-29, §§ 56, 59 and 60, p. 2030, §§ 66-67",1
"X., Y. and Z. v. the United Kingdom judgment of 22 April 1997, Reports of Judgments and Decisions 1997-II",1
"Allan Jacobsson v. Sweden (No. 2) judgment of 19 February 1998, Reports 1998-1, p. 168, § 46",1
"Brandstetter v. Austria judgment of 28 August 1991, Series A no. 211, pp. 27-28, § 67",1
"Fredin v. Sweden (No. 2) judgment of 23 February 1994, Series A no. 283-A, pp. 10-11, §§ 21-22",1
"Georgiades v. Greece judgment of 29 May 1997, Reports of Judgments and Decisions 1997-III, p. 958-9, §§ 30-35",1
"Håkansson and Sturesson v. Sweden judgment of 21 February 1990, Series A no. 171-A, p. 20, § 64",1
"König v. Federal Republic of Germany judgment of 28 June 1978, Series A no. 27, pp. 29-30, §§ 88-89",1
"Kress v. France judgment of 7 June 2001 ([GC], application no. 39594, ECHR, 2001-VI, §§ 64-65, § 73, § 76",1
"Pélissier and Sassi v. France judgment of 25 March 1999, Reports 1999-II, p. 333, § 67",1
"Viezzer v. Italy judgment of 19 February 1991, Series A no. 196-B, p. 21, §§ 15-17",1
"v. the United Kingdom judgment of 8 July 1987, Series A no. 121-A, pp. 28-29, §§ 62 and 64",1
"Styranowski v. Poland judgment of 30 October 1998, Reports 1998-VIII, §§ 45-46",1
"Adolf v. Austria judgment of 26 March 1982, Series A no. 49, pp.18-19, § 40",1
Application number: 12669/87,1
Application number: 17664/91,1
Application number: 12380/86,1
Application number: 18266/91,1
"Kremzow v. Austria judgment of 21 September 1993, Series A no. 268-B, p. 45, §§ 67 et 68",1
"Proszak v. Poland judgment of 16 December 1997, Reports of Judgments and Decisions 1997-VIII, § 31",1
"Deweer v. Belgium judgment of 27 February 1980, Series A no. 35, p. 19, § 37",1
"Stafford v. the United Kingdom, [GC] no. 46295/ 99, 28 May 2002, ECHR 2002-..., § 78",1
"Singh v. the United Kingdom judgment of 21 February 1996, Reports 1996-I, § 66",1
"Kurt v. Turkey judgment of 25 May 1998, Reports of Judgments and Decisions 1998-III, § 123",1
"De Wilde, Ooms and Versyp v. Belgium judgment of 18 June 1971, Series A no. 12, pp. 41-42, §§ 76 and 86",1
"Scherer v. Switzerland judgment of 25 March 1994, Series A no. 287",1
"Raimondo v. Italy judgment of 22 February 1994, Series A no. 281, p. 8, § 2",1
"Daktaras v. Lithuania judgment of 10 October 2000, § 41, § 43",1
"Deweer v. Belgium judgment of 27 February 1980, Series A no. 35, p. 30, § 56",1
"Engel and Others v. the Netherlands judgment of 8 June 1976, Series A no. 22, pp. 37-38, § 90",1
"Minelli v. Switzerland judgment of 25 March 1983, Series A no. 62, p. 15, § 27 and § 37",1
"Phillips v. the United Kingdom judgment of 5 July 2001, § 35",1
"Christine Goodwin v. the United Kingdom [GC], application no. 28957, § 124, to be published in ECHR 2002-",1
"John Murray v. the United Kingdom judgment, Reports of Judgments and Decisions 1996-I",1
"A. v. the United Kingdom judgment of 23 September 1998, Reports of Judgments and Decisions 1998-VI, p. 2699, § 22",1
"Costello-Roberts v. the United Kingdom judgment of 25 March 1993, Series A no. 247-C, p. 61, § 36",1
"Golder v. the United Kingdom judgment of 21 February 1975, Series A no. 18, p. 18, § 36, p. 19, § 39",1
"Holy Monasteries v. Greece judgment of 9 December 1994, Series A no. 301, p. 37, § 80",1
"James and Others v. the United Kingdom judgment of 21 February 1986, Series A no. 98, p. 46, § 81",1
"Kaya v. Turkey judgment of 19 February 1998, Reports 1998-I, pp. 329-30, § 106, pp. 330-31, § 107",1
"Lithgow and Others v. the United Kingdom judgment of 8 July 1986, Series A no. 102, p. 70, § 192",1
"Osman v. the United Kingdom judgment of 28 October 1998, Reports 1998-VIII, § 116",1
"Sporrong and Lönnroth v. Sweden judgment of 23 September 1982, Series A no. 52, p. 30, § 81",1
"Stubbings and Others v. the United Kingdom judgment of 22 October 1996, Reports 1996-IV, pp. 1502-3, §§ 51-52",1
"Pressos Compania Naviera S.A. and Others v. Belgium judgment of 20 November 1995, Series A no. 332, p. 21, § 31",1
"Procola v. Luxembourg judgment of 28 September 1995, Series A no. 326, pp. 13-15, §§ 34-40",1
"Robins v. the United Kingdom judgment of 23 September 1997, Reports of Judgments and Decisions 1997-V, § 33",1
"Omar judgment of 29 July 1998, Reports of Judgments and Decisions 1998-V, p. 1841, §§ 40 and 41, p. 1843, § 49",1
"McCann and Others v. the United Kingdom judgment of 27 September 1995, Series A no. 324, § 220",1
"Hood v. the United Kingdom judgment of 18 February 1999, Reports 1999-I, §§ 84-86",1
"Hauschildt v. Denmark judgment of 24 May 1989, Series A no. 154, p. 21, § 46, p. 22, § 50 and § 57",1
"Ferrantelli and Santangelo v. Italy judgment of 7 August 1996, Reports 1996-III, pp. 951-952, § 58",1
"De Haan v. the Netherlands judgment of 26 August 1997, Reports 1997-IV, §§ 59-60",1
"Poitrimol v. France judgment of 23 November 1993, Series A no. 277-A, p. 15, § 38 and p. 16, § 42",1
"Hertel v. Switzerland judgment of 25 August 1998, Reports of Judgments and Decisions 1998-VI, p. 2334, § 63",1
"Papamichalopoulos and Others v. Greece judgment of 24 June 1993, Series A no. 260-B, p. 69, § 42",1
"Guérin judgment of 29 July 1998, Reports of Judgments and Decisions 1998-V, p. 1868, § 43 and p. 1869, § 44",1
"Akkus v. Turkey judgment of 9 July 1997, Reports 1997-IV, pp. 1303 and suiv., pp. 1309-1310, § 29 and p. 1311, § 35",1
"Open Door and Dublin Well Woman v. Ireland judgment of 29 October 1992, Series A no. 246, p. 23, § 49",1
"Yasa v. Turkey judgment of 2 September 1998, Reports of Judgments and Decisions, 1998-VI",1
"H.L.R. v. France judgment of 29 April 1997, Reports of Judgments and Decisions 1997-III, p. 758, § 37 .  Ireland v. the United Kingdom judgment of 18 January 1978, Series A no. 25, p. 65, § 161",1
"Akdivar and Others v. Turkey judgment of 1 April 1998 (Article 50), Reports 1998-II, p. 723, § 47",1
"Piersack v. Belgium (article 50) judgment of 26 October 1984, Series A no. 85, § 12",1
Application number: 168/98,1
Application number: 23094/93,1
Application number: 5076/71,1
"and judgment of 22 February 1984, Series A no. 74, p. 13, § 30",1
"Unterpertinger v. Austria judgment of 24 November 1986, Series A no. 110, p. 14, § 29",1
"Vacher v. France judgment of 17 December 1996, Reports 1996-VI, p. 2147, § 22",1
"Katikaridis and Others v. Greece judgment of 15 November 1996, Reports 1996-V, pp. 1688-1689, § 49",1
"Papamichalopoulos and Others v. Greece judgment of 31 October 1995 (former article 50), Series A no. 330-B, § 47",1
"The holy monasteries v. Greece judgment of 9 December 1994, Series A no. 301-A, pp. 34-35, §§ 70-71",1
"Tsomtsos and Others v. Greece judgment of 15 November 1996, Reports 1996-V, pp. 1715-1716, § 40",1
"Gaskin v. the United Kingdom judgment of 7 July 1989, Series A no. 160, § 42, § 49 et § 58",1
"Goodwin v. the United Kingdom [GC], application no. 28957, § 124, to be published in ECHR 2002-..",1
"Kamasinski v. Austria judgment of 19 December 1989, Series A no. 168, pp. 32-33, § 65",1
"Stanford v. the United Kingdom judgment of 23 February 1994, Series A 282-A, p. 11, § 28",1
Application number: 358/89,1
"König v. Germany judgment of 28 June 1978, Series A no. 27, pp. 29-30, §§ 88-89",1
Application number: 3315/98,1
"Oliveira v. Switzerland judgment of 30 July 1998, Reports of Judgments and Decisions 1998-V, p. 1990",1
"Jamil v. France judgment of 8 June 1995, Series A no. 317-B",1
"Gradinger v. Austria judgment of 23 October 1995, Series A no. 328-C, pp. 64-65, §§ 49-51, § 53",1
"Campbell v. the United Kingdom judgment of 25 March 1992, Series A no. 233, § 70",1
"Silver and Others v. the United Kingdom (Article 50) judgment of 24 October 1983, Series A no. 67, § 10",1
"Silver and Others v. the United Kingdom judgment of 25 March 1983, Series A no. 61, § 84",1
"Sporrong and Lönnroth v. Sweden judgment of 23 September 1982, Series A no. 52, p. 26, § 69, p. 32, § 88",1
"Hornsby v. Greece judgment of 19 March 1997, Reports of Judgments and Decisions 1997-II, pp. 510-511, § 40, § 41",1
"Silva Pontes c. Portugal du 23 mars 1994, n° 286-A, p. 15, § 39",1
"Welch v. the United Kingdom (Article 50) judgment of 26 February 1996, Reports 1996-II, § 22",1
"De Haan v. the Netherlands, judgment of 26 August 1997, Reports 1997-IV, §§ 59-60",1
"Piersack v. Belgium (Article 50) judgment of 26 October 1984, Series A no. 85, § 12",1
"Langborger v. Sweden, judgment of 22 June 1989, Series A no. 155, §§ 49 and 51",1
"Hood v. the United Kingdom, judgment of 18 February 1999, Reports 1999-I, § 86",1
"Holm v. Sweden, judgment of 25 November 1993, Series A no. 279-A, § 36",1
"Hauschildt v. Denmark, judgment of 24 May 1989, Series A no. 154, § 58",1
"Findlay v. the United Kingdom, judgment of 25 February 1997, Reports of Judgments and Decisions 1997-I, § 88",1
"Mentes and Others v. Turkey judgment of 24 July 1998 (former Article 50), Reports 1998-IV, p. 1695, § 24",1
"Ankerl v. Switzerland judgment of 23 October 1996, Reports of Judgments and Decisions 1996-V, pp. 1567-1568, § 38",1
"Garcia Ruiz v. Spain judgment of 21 January 1999, Reports 1999-I, pp. 98-99, § 28",1
"Incal v. Turkey judgment of 9 June 1998, Reports 1998-IV, p. 1567, § 54, p. 1571, § 65, § 68, p. 1572, § 70",1
"Zana v. Turkey judgment of 25 November 1997, Reports of Judgments and Decisions 1997-VII, p. 2539, § 10, pp. 2547-2548, § 51",1
"Ahmed and Others v. the United Kingdom judgment of 2 September 1998, Reports 1998-VI, § 75",1
"Castells v. Spain judgment of 23 April 1992, Series A no. 236, § 42",1
"Gitonas and Others v. Greece judgment of 1er July 1997, Reports of Judgments and Decisions 1997-IV, p. 233, § 39",1
"Mathieu-Mohin and Clerfayt v. Belgium judgment of 2 March 1987, Series A no. 113, p. 22, § 47, p. 23, § 52",1
"United communist Parti of Turkey judgment of 30 January 1998, Reports 1998-I, pp. 21-22, § 45",1
"Fredin v. Sweden (no.1), judgment of 18 February 1991, Series A no. 192, § 60",1
"Gaygusuz v. Austria judgment of 16 September 1996, Reports of Judgments and Decisions 1996-IV, p. 11, § 36, §§ 39-41",1
"James and Others v. the United Kingdom judgment of 21 February 1986, Series A no. 98, § 85",1
"Van Raalte v. the Netherlands judgment of 21 February 1997, Reports 1997-I, § 39",1
Application number: 05/95,1
Application number: 06/97,1
Application number: 254/96,1
"Demicoli v. Malta, judgment of 27 August 1991, Series A no. 210, § 48",1
"Coyne v. the United Kingdom, judgment of 24 September 1997, Reports 1997-V, § 64",1
"Ergi v. Turkey judgment of 28 July 1998, Reports 1998-IV, §§ 83-84 and § 98",1
"Poitrimol v. France judgment of 23 November 1993, Série A no. 227-A, p. 13, § 29, p. 15, § 35 et§ 38",1
"Gasus Dosier-und Fördertechnik GmbH v. the Netherlands judgment of 23 February 1995, Series A no. 306-B, pp. 48-49, § 60",1
"Fredin v. Sweden judgement of 18 February 1991, Series A no. 192, p. 14, § 41, p. 17, § 51",1
"Dombo Beheer BV v. the Netherlands judgment of 27 October 1993, Series A no. 274-B, p. 19, §§ 32-33",1
Application number: 30544/98,1
"Omar v. France judgment of 29 July 1998, Reports 1998-V, p. 1841, §§ 40-41",1
"Guérin v. France judgment of 29 July 1998, Reports 1998-V, p. 1868, § 43",1
"Pelladoah v. the Netherlands judgment of 22 September 1994, Série A no. 297-B, and pp. 34-35, §§ 40 and 41",1
"Bryan v. the United Kingdom, judgment of 22 November 1995, Series A no. 335-A, p. 17, § 45",1
"Lala v. the Netherlands judgment of 22 September 1994, Série A no. 297-A, p. 13, § 33 in fine, p. 14 § 34",1
"Khalfaoui v. France judgment of 14.12.1999, ECHR 1999-IX pp. 8 and 9 § 38, p. 10, § 46 and § 47, pp. 11 and 12, §§ 48 à 49",1
"Guérin v. France, Reports 1998-V, p. 1868, § 43",1
"Delcourt v. Belgium judgment of 17 January 1970, Série A no. 11, p. 15, § 26",1
"Colozza v. Italy judgment of 12 February 1985, 1984, Série A no. 89, p. 14 § 28, p. 15, § 29",1
"Reinhardt and Slimane-Käid v. France judgment of 31 March 1998, Reports of Judgments and Decisions 1998-II, p. 660, § 93",1
"Helle v. Finland judgment of 19 December 1997, Reports of Judgments and Decisions 1997-VIII, §§ 55-60",1
"Hentrich v. France judgment of 22 September 1994, Series A no. 296-A, p. 21, § 49",1
"Papamichalopoulos and Others v. Greece judgment of 24 June 1993, Series A no. 260-B, pp. 69-70, §§ 41-46",1
"Akdivar and Others v. Turkey judgment of 16 September 1996, Reports of Judgments and Decisions 1996-IV, fasc. 15, p. 1211, § 68",1
"Bellet v. France judgment of 4 December 1995, Series A n° 333-B, p. 41, § 31",1
"Malige v. France judgment of 23 September 1998, Reports 1998-VII, § 51",1
"Tolstoy Miloslavsky v. the United Kingdom judgment of 13 July 1995, Series A n° 316-B, pp. 78-79, § 59",1
"Gradinger v. Austria judgment of 23 October 1995, Series A no. 328-C, p. 65, § 53",1
"Torri v. Italy judgment of 1 July 1997, Reports 1997-IV, § 24",1
. 161-171,1
"Yasa v. Turkey judgment of 2 September 1998, Reports 1998-IV, pp. 2439-2440, §§ 102-104",1
"Bozano judgment of 18 December 1986, Series A no. 111, p. 23, § 54, pp. 22-23, § 53",1
"Hussain v. the United Kingdom and the Singh v. the United Kingdom judgments of 21 February 1996, Reports 1996-I",1
"Incal v. Turkey judgment of 9 June 1998, Reports 1998-IV",1
"Thynne, Gunnell and Wilson judgment of 25 October 1990, Series A no. 190",1
"Van Droogenbroeck v. Belgium judgment of 24 June 1982, Series A no. 50, p. 19, § 35, p. 20, § 37 et p. 21, § 39",1
"Weeks v. the United Kingdom judgment of 2 March 1987, Series A no. 114, p. 23, § 42, pp. 25-27, §§ 46-51",1
"De Wilde, Ooms and Versyp v. Belgium judgment (just satisfaction) of 10 March 1972, Series A no. 14, § 16",1
"Kaya v. Turkey judgment of 19 February 1998, Reports of Judgments and Decisions 1998-I, p. 329, § 105 and § 107",1
Application number: 44006/98,1
Application number: 2701/30,1
"Tinnelly v. the United Kingdom, 10 July 1998, Reports 1998-IV",1
"Kurt v. Turkey, 25 May 1998, § 123, Reports of Judgments and Decisions 1998 III",1
"Hokkanen v. Finland, 23 September 1994, § 54, Series A no. 299 A",1
"Gül v. Switzerland, 19 February 1996, Reports of Judgments and Decisions 1996 I",1
"De Wilde, Ooms and Versyp v. Belgium, 18 June 1971, §§ 73-76, Series A no. 12",1
Application number: 13718/89,1
Application number: 9/67,1
"Proszak v. Poland judgment of 16 December 1997, Reports 1997-VIII, § 32",1
Application number: 415/82,1
"Terra Woningen B.V. v. the Netherlands judgment of 17 December 1996, Reports of Judgments and Decisions 1996-VI, pp. 2122-3, § 52",1
"Sporrong and Lönnroth v. Sweden judgment of 23 September 1982, Series A no. 52, p. 32, § 88",1
"Aksoy v. Turkey, 18 December 1996, Reports 1996-VI, p. 2282, § 78 Brogan and Others v. the United Kingdom judgment of 29 November 1998, Series A no. 145-B, p. 33, §§ 61 and 62",1
"Van Droogenbroeck v. Belgium judgment of 24 June 1982, Series A no. 50, p.29, § 53",1
"Brogan and Others v. the United Kingdom judgment of 29 November 1988, Series A no. 145-B, pp. 30-35, §§ 55-62",1
"Winterwerp v. the Netherlands, 24 October 1979, §§ 60 and 61, Series A no. 33",1
Application number: 13718/88,1
"Goodwin v. the United Kingdom judgment of 27 March 1996, Reports 1996-II, pp. 500-501, § 39 and § 40",1
"Lingens v. Austria judgment of 8 July 1986, Series A no. 103, pp. 24-25, §§ 34-37",1
"Oberschlick v. Austria (no. 1) judgment of 23 May 1991, Series A no. 204, pp. 25-26, §§ 57-59",1
"Vereinigung demokratischer Soldaten Österreichs and Gubi v. Austria judgment of 19 December 1994, Series A no. 302, p. 17, § 37",1
"Calogero Diana v. Itazly judgment of 15 November 1996, Reports 1996-V, p. 1778, § 47",1
13 February 2001,1
"Kampanis v. Greece, 13 July 1995, Series A no. 318-B, p. 49, § 66",1
"Papageorgiou v. Greece judgment of 22 October 1997, Reports 1997-VI, p. 2293, § 60",1
"Toth v. Austria judgment of 12 December 1991, Series A no. 224, p. 23, § 84, p. 24, §§ 87 and 91",1
"Winterwerp v. the Netherlands, 24 October 1979, Series A no. 33, p. 24, § 60",1
"Papamichalopoulos and Others v. Greece judgment of 31 October 1995 (former Article 50), Series A No. 330-B, p. 62, § 47",1
"Gustafsson v. Sweden judgment of 24 April 1996, Reports of Judgments and Decisions 1996-II, § 45",1
"National Union of Belgian Police v. Belgium judgment of 27 October 1975, Series A no. 19, § 38, §§ 38-39 and §§ 39-40",1
"Schmidt and Dahlström v. Sweden judgment of 6 February 1976, Series A no. 21, § 36",1
"Swedish Engine Drivers Union v. Sweden judgment of 6 February 1976, Series A no. 20, § 39, §§ 39-40 and §§ 40-41",1
"Aksoy v. Turkey, 18 December 1996, Reports 1996-VI, p. 2282, § 78",1
"X. and Y. v. the Netherlands judgment of 26 March 1985, Series A no. 91, p. 13, § 27",1
"Kurt v. Turkey judgment of 25 May 1998, Reports 1998-III, § 125",1
"Dombo Beheer v. the Netherlands judgment of 27 October 1993, Series A no. 274, pp. 18-19, §§ 31-33",1
"Case of J.C.C. v. France, report of the Commission of 23 January 1996, p. 11, §§ 58-59",1
"Case of G.J. and Others v. France, report of the Commission of 11 April 1996, p. 15, §§ 69-70, unreporteds",1
"Vidal v. Belgium judgment of 22 April 1992, Series A no. 235-B, pp. 32-33, § 32",1
"Van de Hurk v. the Netherlands judgment of 19 April 1994, Series A no. 288, p. 19, § 59",1
"Sidiropoulos and Others v. Greece judgment of 10 July 1998, Reports 1998-IV, p. 1617, § 45",1
"L.C.B. v. the United Kingdom judgment of 9 June 1998, Reports of Judgments and Decisions 1998-III, pp. 1402-03",1
Application number: 88/93,1
"Van Marle and Others v. the Netherlands judgment of 26 June 1986, Series A no. 101, p. 13, § 40",1
Application number: 660/93,1
Application number: 590/93,1
Application number: 406/93,1
Application number: 632/93,1
Application number: 60/93,1
"McCann and Others v. the United Kingdom judgment of 27 September 1995, Series A no. 324, pp. 45-46, §§ 146-47, §§ 161-163",1
Application number: 1994/66,1
"§§ 22-23, ECHR 2000",1
"McCann and Others v. the United Kingdom judgment of 27 September 1995, Series A no. 324, §§ 146-147, 161",1
"Mentes and Others v. Turkey judgment of 28 November 1997, Reports 1997-VIII, §§ 58, 59, 73, 77 and 89",1
"Papamichalopoulos and Others v. Greece judgment (Article 50) of 31 October 1995, Series A no. 330-B, § 34",1
"Selçuk and Asker v. Turkey judgment of 24 April 1998, Reports 1998-II, §§ 68, 70-71, 75, 86, 106, 108, 110, 112, 113-114, 119",1
"Tolstoy Miloslavsky v. the United Kingdom judgment of 13 July 1995, Series A no. 316-B, §§ 69-72",1
"Yasa v. Turkey judgment of 2 September 1998, Reports 1998-IV, § 102-104 and § 113",1
"Young, James and Webster v. the United Kingdom judgment (former Article 50) of 18 October 1982, Series A no. 55, § 11",1
Application number: 4461/98,1
"ts and Decisions, 1998-III, p. 1403, § 36, p. 1404, § 39 and §§ 40-41",1
"Lunari v. Italy, no. 21463, § 43, 11 January 2001",1
"Marckx v. Belgium judgment of 13 June 1979, Series A no. 31, p. 23, § 50",1
"Mentes and Others v. Turkey (ancien article 50) judgment of 24 July 1998, Reports 1998- IV, p. 1693, § 12",1
"Osman v. the United Kingdom judgment of 28 October 1998, Reports 1998-VIII, p. 3159, § 115 and § 116",1
"Plattform « Ärzte für das Leben » v. Austria judgment of 21 June 1988, Series A no. 139, § 32",1
"Tre Traktörer AB v. Sweden judgment of 7 July 1989, Series A no. 159, p. 21, § 53",1
"Herczegfalvy v. Austria, judgment of 24 September 1992, Series A no. 244, p. 21, § 63",1
"Wassink v. the Netherlands, judgment of 27 September 1990, Series A no. 185-A, § 25",1
"Winterwerp v. the Netherlands, judgment of 24 October 1979, Series A no. 33, §§ 37, 39, 57",1
"James and Others v. the United Kingdom,  judgment of 21 February 1986, Series A no 98-B, pp. 29-30, § 37",1
"Delcourt v. Belgium,  judgment of 17 January 1970, Series A no 11, pp. 13-15, § 25",1
"Brualla Gómez de la Torre v. Spain,  judgment of 19 December 1997, Reports 1997-VIII, p. 2956, § 37",1
"Akkus v. Turkey, 9 July 1997, Reports of Judgments and Decisions 1997-IV, pp. 1305-1306, §§ 13-16, , p. 1310, §§ 30-31, p. 1311, §§ 35-36 and 39",1
"Akkus v. Turkey,  judgment of 9 July 1997, Reports of Judgments and Decisions 1997-IV, pp. 1305-1306, §§ 13-16",1
"Aka v. Turkey,  judgment of 23 September 1998, Reports 1998-VI, pp. 2674-2676, §§ 17-25, 2682, §§ 50-51, pp. 2683-2684, §§ 55-56",1
"Greek Refineries Stran and Stratis Andreadis v. Greece,  judgment of 9 December 1994, Series A no 301-B, p. 84, § 59 and p. 90, § 82",1
"Hornsby v. Greece,  judgment of 19 March 1997, Reports 1997-II, pp. 510-511, § 40 and suiv.",1
"Golder v. the United Kingdom,  judgment of 21 February 1975, Series A no 18, pp. 16-18, §§ 34-35 and § 36",1
"Amuur v. France,  judgment of 25 June 1996, Reports of Judgments and Decisions 1996-III, p. 846, § 36",1
"Kamasinski v. Austria, judgment of 19 December 1989, Series A no. 168, § 110",1
"Edificaciones March Gallego S.A. v. Spain, judgment of 19 February 1998, Reports 1998-I, § 36",1
"X v. the United Kingdom, judgment of 5 November 1981, Series A no 46, p. 18, § 41",1
"Winterwerp v. the Netherlands, judgment of 24 October 1979, Series A no 33, p. 17, § 39",1
"rlis and Kouloumpas v. Greece, judgment of 29 May 1997, Reports 1997-III, p. 925, § 5",1
"Edificaciones March Gallego S.A. v. Spain,  judgment of 19 February 1998, Reports 1998-I, p. 290, § 33",1
"Levages Prestations Services v. France,  judgment of 23 October 1996, Reports of Judgments and Decisions 1996-V, p. 1543, § 40",1
"Pauwels v. Belgium, judgment of 26 May 1988, p. 20, § 46",1
